,Time,Open_buy,High_buy,Low_buy,Close_buy,Vol_buy,Open_sell,High_sell,Low_sell,Close_sell,Vol_sell
2418,34841,1647800,1647800,1647800,1647800,7,1647900,1647900,1647900,1647900,7
2419,34842,1647800,1647800,1647800,1647800,13,1647900,1647900,1647900,1647900,13
2420,34843,1647800,1647800,1647800,1647800,8,1647900,1648000,1647900,1648000,8
2421,34844,1647900,1648000,1647900,1647900,68,1648000,1648100,1648000,1648000,68
2422,34845,1647900,1647900,1647900,1647900,17,1648000,1648000,1648000,1648000,17
2423,34846,1647900,1648000,1647900,1648000,10,1648000,1648000,1648000,1648000,10
2424,34847,1648000,1648000,1647900,1647900,25,1648100,1648100,1648100,1648100,25
2425,34848,1647900,1648000,1647900,1647900,19,1648100,1648100,1648100,1648100,19
2426,34849,1647900,1647900,1647900,1647900,12,1648000,1648000,1648000,1648000,12
2427,34850,1647900,1647900,1647900,1647900,43,1648000,1648100,1648000,1648000,43
2428,34851,1647900,1647900,1647900,1647900,61,1648000,1648200,1648000,1648000,61
2429,34852,1647900,1648000,1647900,1648000,46,1648000,1648200,1648000,1648100,46
2430,34853,1648000,1648000,1648000,1648000,10,1648200,1648200,1648200,1648200,10
2431,34854,1648000,1648000,1648000,1648000,25,1648200,1648200,1648100,1648100,25
2432,34855,1648000,1648000,1647900,1647900,50,1648100,1648100,1648100,1648100,50
2433,34856,1647900,1647900,1647900,1647900,7,1648100,1648100,1648100,1648100,7
2434,34857,1647900,1647900,1647900,1647900,6,1648100,1648100,1648100,1648100,6
2435,34858,1647900,1647900,1647900,1647900,55,1648100,1648100,1648000,1648000,55
2436,34859,1647900,1648000,1647900,1647900,40,1648000,1648100,1648000,1648100,40
2437,34860,1647900,1648000,1647900,1648000,39,1648100,1648200,1648100,1648100,39
2438,34861,1648000,1648100,1648000,1648000,33,1648100,1648200,1648100,1648200,33
2439,34862,1648000,1648000,1647900,1647900,27,1648100,1648100,1648100,1648100,27
2440,34863,1647900,1647900,1647900,1647900,23,1648000,1648100,1648000,1648100,23
2441,34864,1647900,1647900,1647900,1647900,11,1648100,1648100,1648100,1648100,11
2442,34865,1647900,1647900,1647900,1647900,44,1648000,1648100,1648000,1648000,44
2443,34866,1647900,1647900,1647900,1647900,19,1648000,1648000,1648000,1648000,19
2444,34867,1647900,1648000,1647900,1648000,16,1648000,1648100,1648000,1648100,16
2445,34868,1648000,1648000,1647900,1647900,40,1648100,1648100,1648100,1648100,40
2446,34869,1647900,1648000,1647900,1647900,34,1648100,1648100,1648100,1648100,34
2447,34870,1647900,1648000,1647900,1647900,32,1648100,1648100,1648100,1648100,32
2448,34871,1647900,1648000,1647900,1648000,23,1648100,1648100,1648100,1648100,23
2449,34872,1648000,1648000,1647800,1647800,14,1648100,1648100,1648100,1648100,14
2450,34873,1647800,1647900,1647800,1647900,22,1648100,1648100,1648000,1648000,22
2451,34874,1647900,1647900,1647900,1647900,14,1648000,1648100,1648000,1648100,14
2452,34875,1647900,1648000,1647900,1648000,46,1648100,1648100,1648100,1648100,46
2453,34876,1648000,1648000,1648000,1648000,19,1648100,1648100,1648100,1648100,19
2454,34877,1648000,1648000,1648000,1648000,9,1648100,1648100,1648100,1648100,9
2455,34878,1648000,1648000,1647900,1647900,26,1648100,1648100,1648000,1648000,26
2456,34879,1647900,1647900,1647900,1647900,16,1648000,1648100,1648000,1648100,16
2457,34880,1647900,1647900,1647900,1647900,31,1648100,1648100,1647900,1647900,31
2458,34881,1647700,1647700,1647700,1647700,28,1647900,1647900,1647900,1647900,28
2459,34882,1647700,1647700,1647400,1647700,78,1647900,1647900,1647600,1647900,78
2460,34883,1647700,1647700,1647700,1647700,18,1647900,1648000,1647900,1647900,18
2461,34884,1647700,1647800,1647600,1647600,72,1647900,1648100,1647700,1647700,72
2462,34885,1647600,1647600,1647500,1647500,21,1647600,1647600,1647600,1647600,21
2463,34886,1647500,1647500,1647500,1647500,8,1647600,1647600,1647600,1647600,8
2464,34887,1647500,1647500,1647500,1647500,12,1647600,1647600,1647600,1647600,12
2465,34888,1647500,1647500,1647500,1647500,10,1647600,1647600,1647600,1647600,10
2466,34889,1647500,1647600,1647500,1647600,56,1647600,1647700,1647600,1647700,56
2467,34890,1647600,1647600,1647600,1647600,22,1647800,1647800,1647800,1647800,22
2468,34891,1647600,1647600,1647600,1647600,24,1647800,1647800,1647800,1647800,24
2469,34892,1647600,1647600,1647600,1647600,9,1647800,1647800,1647700,1647700,9
2470,34893,1647600,1647600,1647600,1647600,15,1647700,1647700,1647700,1647700,15
2471,34894,1647600,1647600,1647600,1647600,9,1647700,1647700,1647700,1647700,9
2472,34895,1647600,1647600,1647600,1647600,18,1647700,1647800,1647700,1647800,18
2473,34896,1647600,1647700,1647600,1647700,16,1647800,1647800,1647800,1647800,16
2474,34897,1647700,1647700,1647700,1647700,7,1647800,1647800,1647800,1647800,7
2475,34898,1647700,1647700,1647700,1647700,12,1647800,1647800,1647800,1647800,12
2476,34899,1647700,1647700,1647600,1647600,32,1647800,1647800,1647700,1647700,32
2477,34900,1647600,1647700,1647500,1647700,42,1647700,1647800,1647700,1647800,42
2478,34901,1647700,1647700,1647600,1647600,56,1647800,1647900,1647800,1647800,56
2479,34902,1647600,1647700,1647600,1647600,14,1647800,1647800,1647800,1647800,14
2480,34903,1647600,1647600,1647600,1647600,16,1647800,1647700,1647700,1647700,16
2481,34904,1647600,1647600,1647500,1647500,35,1647700,1647700,1647600,1647600,35
2482,34905,1647500,1647500,1647500,1647500,32,1647600,1647700,1647600,1647700,32
2483,34906,1647500,1647600,1647500,1647500,26,1647700,1647700,1647700,1647700,26
2484,34907,1647600,1647600,1647600,1647600,14,1647700,1647700,1647700,1647700,14
2485,34908,1647600,1647600,1647600,1647600,17,1647700,1647700,1647700,1647700,17
2486,34909,1647600,1647600,1647600,1647600,9,1647700,1647700,1647700,1647700,9
2487,34910,1647600,1647700,1647600,1647700,41,1647700,1647800,1647800,1647800,41
2488,34911,1647700,1647700,1647700,1647700,20,1647800,1647800,1647800,1647800,20
2489,34912,1647700,1647700,1647700,1647700,11,1647800,1647800,1647800,1647800,11
2490,34913,1647700,1647700,1647700,1647700,8,1647800,1647800,1647800,1647800,8
2491,34914,1647700,1647700,1647700,1647700,3,1647800,1647800,1647800,1647800,3
2492,34915,1647700,1647700,1647700,1647700,7,1647800,1647800,1647800,1647800,7
2493,34916,1647700,1647700,1647700,1647700,17,1647800,1647900,1647800,1647900,17
2494,34917,1647700,1647700,1647200,1647200,76,1647900,1647900,1647300,1647400,76
2495,34918,1647200,1647300,1647200,1647200,42,1647400,1647400,1647300,1647300,42
2496,34919,1647200,1647200,1647200,1647200,35,1647300,1647400,1647300,1647300,35
2497,34920,1647200,1647300,1647200,1647300,56,1647300,1647600,1647400,1647500,56
2498,34921,1647300,1647400,1647300,1647400,57,1647500,1647600,1647500,1647600,57
2499,34922,1647400,1647500,1647400,1647400,42,1647600,1647700,1647600,1647600,42
2500,34923,1647400,1647500,1647400,1647500,14,1647600,1647600,1647600,1647600,14
2501,34924,1647500,1647600,1647500,1647500,73,1647600,1647800,1647600,1647700,73
2502,34925,1647500,1647500,1647500,1647500,20,1647700,1647700,1647700,1647700,20
2503,34926,1647500,1647500,1647500,1647500,20,1647700,1647700,1647700,1647700,20
2504,34927,1647500,1647500,1647500,1647500,9,1647700,1647700,1647700,1647700,9
2505,34928,1647500,1647500,1647500,1647500,34,1647700,1647700,1647600,1647600,34
2506,34929,1647400,1647400,1647300,1647300,40,1647600,1647600,1647400,1647500,40
2507,34930,1647300,1647400,1647300,1647300,25,1647500,1647500,1647500,1647500,25
2508,34931,1647300,1647300,1647200,1647200,67,1647500,1647500,1647400,1647400,67
2509,34932,1647200,1647200,1647200,1647200,6,1647400,1647400,1647400,1647400,6
2510,34933,1647200,1647200,1647200,1647200,9,1647400,1647400,1647300,1647300,9
2511,34934,1647200,1647200,1647200,1647200,7,1647300,1647300,1647300,1647300,7
2512,34935,1647200,1647200,1647200,1647200,8,1647300,1647300,1647300,1647300,8
2513,34936,1647200,1647200,1647100,1647100,26,1647300,1647300,1647200,1647200,26
2514,34937,1647100,1647100,1647100,1647100,11,1647200,1647200,1647200,1647200,11
2515,34938,1647100,1647100,1647000,1647000,30,1647200,1647200,1647100,1647100,30
2516,34939,1646900,1647000,1646900,1646900,44,1647100,1647100,1647100,1647100,44
2517,34940,1647000,1647100,1647000,1647100,51,1647100,1647200,1647100,1647200,51
2518,34941,1647100,1647100,1647100,1647100,15,1647200,1647200,1647200,1647200,15
2519,34942,1647100,1647100,1647100,1647100,20,1647200,1647200,1647200,1647200,20
2520,34943,1647000,1647000,1647000,1647000,22,1647200,1647200,1647100,1647100,22
2521,34944,1647000,1647000,1647000,1647000,17,1647100,1647100,1647100,1647100,17
2522,34945,1647000,1647000,1646900,1646900,8,1647100,1647100,1647100,1647100,8
2523,34946,1646900,1646900,1646900,1646900,19,1647100,1647100,1647000,1647000,19
2524,34947,1646900,1646900,1646900,1646900,14,1647000,1647000,1647000,1647000,14
2525,34948,1646900,1646900,1646900,1646900,27,1647000,1647100,1647000,1647100,27
2526,34949,1646900,1647000,1646900,1646900,38,1647100,1647200,1647100,1647100,38
2527,34950,1646900,1646900,1646900,1646900,26,1647100,1647100,1647000,1647000,26
2528,34951,1646900,1646900,1646800,1646900,30,1647000,1647000,1647000,1647000,30
2529,34952,1646900,1646900,1646800,1646800,30,1647000,1647000,1647000,1647000,30
2530,34953,1646800,1646800,1646800,1646800,25,1647000,1647000,1646900,1646900,25
2531,34954,1646800,1646800,1646800,1646800,12,1646900,1646900,1646900,1646900,12
2532,34955,1646800,1646900,1646800,1646900,28,1646900,1647000,1646900,1647000,28
2533,34956,1646900,1646900,1646900,1646900,7,1647000,1647000,1647000,1647000,7
2534,34957,1646900,1646900,1646900,1646900,13,1647000,1647000,1647000,1647000,13
2535,34958,1646900,1646900,1646800,1646800,66,1647000,1647100,1646900,1647100,66
2536,34959,1646800,1646800,1646800,1646800,19,1646900,1646900,1646900,1646900,19
2537,34960,1646800,1646800,1646700,1646700,53,1646900,1647000,1646800,1646800,53
2538,34961,1646700,1647000,1646700,1647000,92,1646800,1647100,1646900,1647100,92
2539,34962,1647000,1647100,1646900,1647100,28,1647100,1647200,1647100,1647200,28
2540,34963,1647100,1647200,1647100,1647200,26,1647200,1647200,1647200,1647200,26
2541,34964,1647200,1647200,1647100,1647200,27,1647200,1647300,1647200,1647300,27
2542,34965,1647100,1647100,1647100,1647100,22,1647300,1647300,1647300,1647300,22
2543,34966,1647100,1647300,1647100,1647300,22,1647300,1647300,1647300,1647300,22
2544,34967,1647300,1647300,1647300,1647300,7,1647300,1647300,1647300,1647300,7
2545,34968,1647300,1647400,1647300,1647400,39,1647300,1647500,1647300,1647500,39
2546,34969,1647400,1647400,1647200,1647200,68,1647500,1647500,1647300,1647300,68
2547,34970,1647200,1647300,1647200,1647200,36,1647300,1647400,1647400,1647400,36
2548,34971,1647200,1647200,1647200,1647200,9,1647400,1647400,1647400,1647400,9
2549,34972,1647200,1647300,1647200,1647300,20,1647400,1647400,1647400,1647400,20
2550,34973,1647300,1647400,1647400,1647400,19,1647400,1647500,1647400,1647500,19
2551,34974,1647400,1647400,1647200,1647300,66,1647500,1647500,1647400,1647400,66
2552,34975,1647300,1647300,1647300,1647300,8,1647400,1647400,1647400,1647400,8
2553,34976,1647300,1647400,1647300,1647400,39,1647400,1647500,1647400,1647500,39
2554,34977,1647400,1647400,1647300,1647300,34,1647500,1647500,1647400,1647400,34
2555,34978,1647300,1647300,1647300,1647300,36,1647400,1647400,1647400,1647400,36
2556,34979,1647300,1647300,1647200,1647300,64,1647400,1647500,1647400,1647500,64
2557,34980,1647300,1647400,1647300,1647400,28,1647500,1647500,1647500,1647500,28
2558,34981,1647400,1647400,1647400,1647400,7,1647500,1647500,1647500,1647500,7
2559,34982,1647400,1647400,1647400,1647400,6,1647500,1647500,1647500,1647500,6
2560,34983,1647400,1647400,1647400,1647400,11,1647500,1647500,1647500,1647500,11
2561,34984,1647400,1647400,1647400,1647400,7,1647500,1647500,1647500,1647500,7
2562,34985,1647400,1647400,1647300,1647300,48,1647500,1647500,1647400,1647400,48
2563,34986,1647300,1647300,1647300,1647300,6,1647400,1647400,1647400,1647400,6
2564,34987,1647300,1647300,1647300,1647300,19,1647400,1647500,1647400,1647500,19
2565,34988,1647300,1647300,1647300,1647300,19,1647500,1647500,1647500,1647500,19
2566,34989,1647300,1647400,1647300,1647400,17,1647500,1647500,1647500,1647500,17
2567,34990,1647400,1647400,1647400,1647400,26,1647500,1647600,1647600,1647600,26
2568,34991,1647400,1647600,1647400,1647600,43,1647600,1647700,1647600,1647700,43
2569,34992,1647600,1647700,1647600,1647600,44,1647700,1647800,1647700,1647800,44
2570,34993,1647600,1647700,1647600,1647600,57,1647800,1647800,1647700,1647700,57
2571,34994,1647600,1647600,1647500,1647500,30,1647700,1647700,1647600,1647600,30
2572,34995,1647500,1647500,1647500,1647500,56,1647600,1647700,1647600,1647700,56
2573,34996,1647500,1647500,1647500,1647500,22,1647600,1647700,1647600,1647700,22
2574,34997,1647500,1647600,1647500,1647500,14,1647700,1647700,1647700,1647700,14
2575,34998,1647500,1647500,1647500,1647500,9,1647700,1647700,1647700,1647700,9
2576,34999,1647500,1647600,1647500,1647500,13,1647700,1647700,1647700,1647700,13
2577,35000,1647500,1647500,1647500,1647500,13,1647700,1647700,1647700,1647700,13
2578,35001,1647500,1647600,1647500,1647600,24,1647700,1647700,1647700,1647700,24
2579,35002,1647600,1647600,1647500,1647600,43,1647700,1647800,1647700,1647800,43
2580,35003,1647600,1647700,1647600,1647700,16,1647800,1647800,1647700,1647800,16
2581,35004,1647700,1647700,1647600,1647600,24,1647800,1647800,1647800,1647800,24
2582,35005,1647600,1647600,1647600,1647600,7,1647800,1647800,1647800,1647800,7
2583,35006,1647600,1647800,1647600,1647800,49,1647800,1647900,1647800,1647900,49
2584,35007,1647800,1647700,1647700,1647700,37,1647900,1647900,1647800,1647800,37
2585,35008,1647700,1647800,1647700,1647700,83,1647800,1647900,1647800,1647900,83
2586,35009,1647700,1647700,1647700,1647700,26,1647900,1647900,1647800,1647800,26
2587,35010,1647600,1647700,1647600,1647700,58,1647800,1647800,1647700,1647800,58
2588,35011,1647700,1647700,1647700,1647700,9,1647800,1647800,1647800,1647800,9
2589,35012,1647700,1647700,1647700,1647700,14,1647800,1647800,1647800,1647800,14
2590,35013,1647700,1647700,1647600,1647600,51,1647800,1647800,1647700,1647700,51
2591,35014,1647600,1647600,1647600,1647600,10,1647700,1647700,1647700,1647700,10
2592,35015,1647600,1647600,1647600,1647600,8,1647700,1647700,1647700,1647700,8
2593,35016,1647600,1647700,1647600,1647600,88,1647700,1647800,1647700,1647700,88
2594,35017,1647600,1647700,1647600,1647700,28,1647700,1647800,1647700,1647800,28
2595,35018,1647700,1647700,1647700,1647700,21,1647800,1647800,1647800,1647800,21
2596,35019,1647700,1647700,1647700,1647700,16,1647800,1647800,1647800,1647800,16
2597,35020,1647700,1647700,1647700,1647700,23,1647900,1647900,1647900,1647900,23
2598,35021,1647700,1647700,1647700,1647700,22,1647900,1647900,1647800,1647800,22
2599,35022,1647700,1647700,1647700,1647700,6,1647800,1647800,1647800,1647800,6
2600,35023,1647700,1647700,1647700,1647700,7,1647800,1647800,1647800,1647800,7
2601,35024,1647600,1647700,1647600,1647700,35,1647800,1647800,1647800,1647800,35
2602,35025,1647700,1647700,1647700,1647700,10,1647800,1647800,1647800,1647800,10
2603,35026,1647700,1647700,1647600,1647700,22,1647800,1647900,1647800,1647800,22
2604,35027,1647700,1647800,1647700,1647700,53,1647800,1647900,1647800,1647900,53
2605,35028,1647700,1647700,1647700,1647700,15,1647800,1647900,1647800,1647900,15
2606,35029,1647700,1647700,1647700,1647700,7,1647900,1647900,1647900,1647900,7
2607,35030,1647800,1647800,1647700,1647800,46,1647900,1648000,1647900,1648000,46
2608,35031,1647900,1647900,1647800,1647800,42,1648000,1648000,1648000,1648000,42
2609,35032,1647800,1647900,1647800,1647800,29,1648000,1648000,1647900,1647900,29
2610,35033,1647800,1647800,1647800,1647800,7,1647900,1647900,1647900,1647900,7
2611,35034,1647800,1647800,1647800,1647800,13,1647900,1647900,1647900,1647900,13
2612,35035,1647800,1647800,1647800,1647800,24,1647900,1648000,1647900,1648000,24
2613,35036,1647800,1647900,1647800,1647900,34,1647900,1648000,1647900,1648000,34
2614,35037,1647900,1647900,1647800,1647800,42,1648000,1648000,1647900,1647900,42
2615,35038,1647800,1647800,1647800,1647800,15,1647900,1647900,1647900,1647900,15
2616,35039,1647800,1647800,1647800,1647800,3,1647900,1647900,1647900,1647900,3
2617,35040,1647800,1647800,1647800,1647800,6,1647900,1647900,1647900,1647900,6
2618,35041,1647800,1647800,1647800,1647800,2,1647900,1647900,1647900,1647900,2
2619,35042,1647800,1647800,1647800,1647800,3,1647900,1647900,1647900,1647900,3
2620,35043,1647800,1647800,1647800,1647800,4,1647900,1647900,1647900,1647900,4
2621,35044,1647800,1647800,1647800,1647800,10,1647900,1647900,1647900,1647900,10
2622,35045,1647800,1647700,1647700,1647700,30,1647900,1647900,1647800,1647900,30
2623,35046,1647700,1647700,1647700,1647700,31,1647900,1647900,1647800,1647800,31
2624,35047,1647700,1647700,1647700,1647700,28,1647800,1647900,1647800,1647900,28
2625,35048,1647700,1647700,1647700,1647700,13,1647900,1647900,1647800,1647800,13
2626,35049,1647700,1647700,1647700,1647700,31,1647800,1647900,1647800,1647900,31
2627,35050,1647700,1647700,1647700,1647700,20,1647900,1647900,1647900,1647900,20
2628,35051,1647700,1647700,1647700,1647700,2,1647900,1647900,1647900,1647900,2
2629,35052,1647700,1647700,1647700,1647700,3,1647900,1647900,1647900,1647900,3
2630,35053,1647700,1647800,1647700,1647800,27,1647900,1648000,1647900,1648000,27
2631,35054,1647800,1647800,1647800,1647800,2,1648000,1648000,1648000,1648000,2
2632,35055,1647800,1647800,1647800,1647800,18,1647900,1648000,1647900,1648000,18
2633,35056,1647800,1647800,1647800,1647800,7,1648000,1648000,1648000,1648000,7
2634,35057,1647800,1647800,1647800,1647800,1,1648000,1648000,1648000,1648000,1
2635,35058,1647800,1648000,1647800,1647900,56,1648000,1648100,1648000,1648100,56
2636,35059,1647900,1647900,1647800,1647800,27,1648100,1648100,1648000,1648000,27
2637,35060,1647900,1647900,1647800,1647900,47,1648000,1648000,1647900,1647900,47
2638,35061,1647900,1647900,1647900,1647900,42,1647900,1648000,1647900,1647900,42
2639,35062,1647900,1647900,1647900,1647900,45,1647900,1648000,1647900,1647900,45
2640,35063,1647800,1647900,1647800,1647800,50,1647900,1648000,1647900,1648000,50
2641,35064,1647800,1647800,1647800,1647800,7,1648000,1648000,1648000,1648000,7
2642,35065,1647800,1647800,1647800,1647800,28,1647900,1647900,1647900,1647900,28
2643,35066,1647800,1647800,1647700,1647700,42,1647900,1647900,1647800,1647800,42
2644,35067,1647700,1647700,1647600,1647600,40,1647800,1647800,1647700,1647800,40
2645,35068,1647600,1647600,1647600,1647600,9,1647800,1647800,1647800,1647800,9
2646,35069,1647600,1647600,1647600,1647600,7,1647800,1647800,1647800,1647800,7
2647,35070,1647600,1647800,1647600,1647800,64,1647800,1647900,1647800,1647900,64
2648,35071,1647800,1647800,1647800,1647800,5,1647900,1647900,1647900,1647900,5
2649,35072,1647800,1647800,1647800,1647800,8,1647900,1647900,1647900,1647900,8
2650,35073,1647800,1647800,1647800,1647800,16,1647900,1647900,1647900,1647900,16
2651,35074,1647800,1647800,1647800,1647800,9,1647900,1647900,1647900,1647900,9
2652,35075,1647800,1647800,1647800,1647800,16,1647900,1647900,1647900,1647900,16
2653,35076,1647800,1647800,1647700,1647700,46,1647900,1647900,1647800,1647900,46
2654,35077,1647700,1647700,1647700,1647700,14,1647900,1647800,1647800,1647800,14
2655,35078,1647700,1647800,1647700,1647800,43,1647800,1647900,1647900,1647900,43
2656,35079,1647800,1647700,1647700,1647700,11,1647900,1647900,1647900,1647900,11
2657,35080,1647800,1648000,1647800,1648000,56,1647900,1648100,1647900,1648100,56
2658,35081,1648000,1648000,1648000,1648000,16,1648100,1648100,1648100,1648100,16
2659,35082,1648000,1648000,1648000,1648000,12,1648100,1648200,1648100,1648200,12
2660,35083,1648000,1648000,1648000,1648000,6,1648200,1648200,1648200,1648200,6
2661,35084,1648000,1648000,1648000,1648000,4,1648200,1648200,1648200,1648200,4
2662,35085,1648000,1648000,1648000,1648000,39,1648200,1648200,1648100,1648100,39
2663,35086,1648000,1648000,1648000,1648000,17,1648100,1648200,1648100,1648200,17
2664,35087,1648000,1648100,1648000,1648000,31,1648100,1648200,1648100,1648100,31
2665,35088,1648000,1648000,1648000,1648000,23,1648100,1648200,1648100,1648200,23
2666,35089,1648000,1648000,1648000,1648000,27,1648200,1648200,1648100,1648100,27
2667,35090,1648000,1648000,1648000,1648000,19,1648100,1648200,1648100,1648200,19
2668,35091,1648000,1648000,1648000,1648000,6,1648200,1648200,1648200,1648200,6
2669,35092,1648000,1648000,1648000,1648000,7,1648200,1648200,1648200,1648200,7
2670,35093,1648000,1648000,1648000,1648000,2,1648200,1648200,1648200,1648200,2
2671,35094,1648000,1648000,1648000,1648000,3,1648200,1648200,1648200,1648200,3
2672,35095,1648000,1648000,1648000,1648000,22,1648200,1648200,1648100,1648100,22
2673,35096,1648100,1648100,1647800,1647800,60,1648200,1648200,1648000,1648000,60
2674,35097,1647800,1647800,1647700,1647700,19,1648000,1648000,1647900,1647900,19
2675,35098,1647700,1647800,1647700,1647700,72,1647900,1648100,1647800,1647900,72
2676,35099,1647700,1647800,1647700,1647700,47,1647900,1647900,1647800,1647800,47
2677,35100,1647700,1647900,1647700,1647800,131,1647800,1648100,1647800,1648000,131
2678,35101,1647800,1647900,1647800,1647800,137,1648000,1648100,1648000,1648000,137
2679,35102,1647800,1647900,1647800,1647900,62,1648000,1648100,1647900,1648100,62
2680,35103,1647900,1647900,1647900,1647900,21,1648100,1648100,1648100,1648100,21
2681,35104,1647900,1647900,1647900,1647900,15,1648100,1648100,1648100,1648100,15
2682,35105,1647900,1647900,1647800,1647800,82,1648100,1648100,1648000,1648000,82
2683,35106,1647800,1647800,1647700,1647700,55,1648000,1648000,1647900,1647900,55
2684,35107,1647700,1647800,1647700,1647800,36,1647900,1648000,1647900,1647900,36
2685,35108,1647800,1647800,1647700,1647700,5,1647900,1647900,1647900,1647900,5
2686,35109,1647700,1647700,1647700,1647700,6,1647900,1647900,1647900,1647900,6
2687,35110,1647700,1647800,1647800,1647800,21,1647900,1647900,1647900,1647900,21
2688,35111,1647800,1647800,1647700,1647700,35,1647900,1647900,1647800,1647800,35
2689,35112,1647700,1647700,1647600,1647600,29,1647800,1647800,1647800,1647800,29
2690,35113,1647600,1647800,1647700,1647800,41,1647800,1647900,1647800,1647800,41
2691,35114,1647800,1647800,1647800,1647800,18,1648000,1648000,1648000,1648000,18
2692,35115,1647800,1647800,1647800,1647800,4,1648000,1648000,1648000,1648000,4
2693,35116,1647800,1647900,1647800,1647900,22,1648000,1648000,1648000,1648000,22
2694,35117,1647800,1647900,1647700,1647700,27,1648000,1648000,1648000,1648000,27
2695,35118,1647800,1647900,1647800,1647900,30,1648000,1648100,1648000,1648100,30
2696,35119,1648000,1647900,1647900,1647900,18,1648100,1648100,1648100,1648100,18
2697,35120,1647900,1648000,1647900,1647900,24,1648100,1648100,1648100,1648100,24
2698,35121,1647900,1647900,1647900,1647900,23,1648100,1648100,1648000,1648000,23
2699,35122,1647900,1647900,1647900,1647900,10,1648100,1648100,1648000,1648000,10
2700,35123,1647900,1647900,1647800,1647800,42,1648000,1648000,1648000,1648000,42
2701,35124,1647800,1647800,1647800,1647800,8,1648000,1648000,1648000,1648000,8
2702,35125,1647800,1647800,1647700,1647700,46,1648000,1648000,1647900,1647900,46
2703,35126,1647700,1647700,1647600,1647700,41,1647900,1647900,1647800,1647800,41
2704,35127,1647700,1647700,1647700,1647700,7,1647800,1647800,1647800,1647800,7
2705,35128,1647700,1647700,1647700,1647700,7,1647800,1647800,1647800,1647800,7
2706,35129,1647700,1647800,1647700,1647800,52,1647800,1648000,1647800,1648000,52
2707,35130,1647800,1647900,1647800,1647800,42,1648000,1648000,1648000,1648000,42
2708,35131,1647800,1647800,1647800,1647800,12,1648000,1648000,1648000,1648000,12
2709,35132,1647800,1647900,1647800,1647900,47,1648000,1648000,1648000,1648000,47
2710,35133,1647900,1647800,1647800,1647800,20,1648000,1648000,1648000,1648000,20
2711,35134,1647800,1647800,1647800,1647800,13,1648000,1648000,1647900,1647900,13
2712,35135,1647800,1647800,1647800,1647800,16,1647900,1647900,1647900,1647900,16
2713,35136,1647800,1647800,1647800,1647800,16,1647900,1647900,1647900,1647900,16
2714,35137,1647800,1647800,1647800,1647800,4,1647900,1647900,1647900,1647900,4
2715,35138,1647800,1647800,1647800,1647800,9,1647900,1647900,1647900,1647900,9
2716,35139,1647800,1647800,1647800,1647800,6,1647900,1647900,1647900,1647900,6
2717,35140,1647800,1647700,1647500,1647700,66,1647800,1647800,1647700,1647800,66
2718,35141,1647700,1647700,1647600,1647600,15,1647800,1647800,1647800,1647800,15
2719,35142,1647600,1647600,1647500,1647500,48,1647800,1647800,1647600,1647700,48
2720,35143,1647500,1647600,1647400,1647600,78,1647700,1647800,1647600,1647800,78
2721,35144,1647600,1647600,1647600,1647600,24,1647800,1647800,1647800,1647800,24
2722,35145,1647600,1647700,1647600,1647600,46,1647800,1647900,1647800,1647800,46
2723,35146,1647600,1647600,1647500,1647500,33,1647800,1647800,1647700,1647700,33
2724,35147,1647500,1647500,1647500,1647500,15,1647700,1647700,1647700,1647700,15
2725,35148,1647500,1647600,1647500,1647600,46,1647600,1647700,1647600,1647700,46
2726,35149,1647600,1647600,1647600,1647600,1,1647700,1647700,1647700,1647700,1
2727,35150,1647700,1647700,1647600,1647600,25,1647700,1647800,1647700,1647800,25
2728,35151,1647600,1647600,1647600,1647600,20,1647800,1647800,1647700,1647700,20
2729,35152,1647600,1647600,1647600,1647600,25,1647700,1647700,1647700,1647700,25
2730,35153,1647500,1647500,1647500,1647500,4,1647700,1647700,1647600,1647600,4
2731,35154,1647500,1647500,1647400,1647400,45,1647600,1647600,1647600,1647600,45
2732,35155,1647400,1647500,1647400,1647500,17,1647600,1647600,1647600,1647600,17
2733,35156,1647500,1647500,1647500,1647500,14,1647600,1647700,1647600,1647700,14
2734,35157,1647500,1647500,1647500,1647500,20,1647700,1647700,1647600,1647600,20
2735,35158,1647400,1647400,1647400,1647400,7,1647600,1647600,1647600,1647600,7
2736,35159,1647400,1647400,1647400,1647400,6,1647500,1647500,1647500,1647500,6
2737,35160,1647400,1647400,1647400,1647400,30,1647500,1647600,1647500,1647600,30
2738,35161,1647400,1647400,1647400,1647400,9,1647600,1647600,1647600,1647600,9
2739,35162,1647400,1647400,1647400,1647400,32,1647600,1647500,1647500,1647500,32
2740,35163,1647400,1647400,1647300,1647300,30,1647500,1647500,1647500,1647500,30
2741,35164,1647300,1647300,1647300,1647300,5,1647500,1647500,1647500,1647500,5
2742,35165,1647300,1647300,1647300,1647300,6,1647500,1647500,1647500,1647500,6
2743,35166,1647300,1647400,1647300,1647400,19,1647500,1647500,1647500,1647500,19
2744,35167,1647400,1647400,1647300,1647300,11,1647500,1647500,1647500,1647500,11
2745,35168,1647300,1647400,1647300,1647400,12,1647500,1647500,1647500,1647500,12
2746,35169,1647300,1647300,1647300,1647300,23,1647500,1647500,1647500,1647500,23
2747,35170,1647300,1647400,1647400,1647400,30,1647500,1647700,1647500,1647700,30
2748,35171,1647400,1647600,1647500,1647500,62,1647700,1647700,1647700,1647700,62
