,Time,Open_buy,High_buy,Low_buy,Close_buy,Vol_buy,Open_sell,High_sell,Low_sell,Close_sell,Vol_sell
32,31532,1649900,1649900,1649800,1649800,61,1650100,1650100,1650000,1650100,61
33,31533,1649800,1649800,1649800,1649800,24,1650100,1650100,1650000,1650000,24
34,31534,1649800,1649900,1649800,1649900,57,1650000,1650100,1649900,1650100,57
35,31535,1649900,1649900,1649900,1649900,45,1650100,1650100,1650000,1650100,45
36,31536,1649900,1649900,1649800,1649800,46,1650100,1650100,1650000,1650000,46
37,31537,1649800,1649900,1649800,1649900,35,1650000,1650100,1650000,1650100,35
38,31538,1649900,1650100,1650000,1650100,30,1650100,1650200,1650100,1650200,30
39,31539,1650100,1650000,1649900,1649900,83,1650200,1650200,1650100,1650100,83
40,31540,1649900,1649900,1649700,1649700,82,1650100,1650200,1649900,1649900,82
41,31541,1649700,1649800,1649700,1649700,40,1649900,1649900,1649900,1649900,40
42,31542,1649700,1649800,1649700,1649800,40,1649900,1650000,1649800,1650000,40
43,31543,1649800,1649800,1649800,1649800,19,1650000,1650000,1650000,1650000,19
44,31544,1649800,1649900,1649800,1649900,13,1650000,1650000,1650000,1650000,13
45,31545,1649900,1650100,1649900,1650100,60,1650000,1650200,1650000,1650200,60
46,31546,1650100,1650200,1649800,1649900,100,1650200,1650200,1650000,1650100,100
47,31547,1649900,1649900,1649900,1649900,27,1650100,1650100,1650000,1650000,27
48,31548,1649900,1649900,1649800,1649900,32,1650000,1650000,1649900,1650000,32
49,31549,1649900,1649900,1649900,1649900,21,1650000,1650000,1650000,1650000,21
50,31550,1649900,1649900,1649800,1649800,32,1650000,1650000,1649900,1649900,32
51,31551,1649800,1649800,1649600,1649600,55,1649900,1649900,1649800,1649800,55
52,31552,1649600,1649700,1649600,1649600,56,1649800,1649900,1649800,1649800,56
53,31553,1649600,1649700,1649600,1649700,49,1649800,1649900,1649800,1649800,49
54,31554,1649700,1649700,1649500,1649700,109,1649800,1649900,1649700,1649800,109
55,31555,1649700,1649800,1649700,1649700,49,1649800,1649900,1649800,1649900,49
56,31556,1649700,1649800,1649600,1649800,59,1649900,1649900,1649900,1649900,59
57,31557,1649800,1649900,1649800,1649900,73,1649900,1650100,1649900,1650100,73
58,31558,1649900,1649800,1649700,1649800,73,1649900,1650000,1649800,1650000,73
59,31559,1649800,1649800,1649600,1649700,60,1650000,1650000,1649700,1649800,60
60,31560,1649700,1649700,1649300,1649300,71,1649800,1649800,1649500,1649500,71
61,31561,1649300,1649400,1649200,1649200,120,1649500,1649600,1649400,1649500,120
62,31562,1649200,1649500,1649200,1649300,67,1649500,1649800,1649400,1649500,67
63,31563,1649300,1649500,1649300,1649500,37,1649500,1649700,1649500,1649700,37
64,31564,1649500,1649500,1649300,1649300,43,1649700,1649600,1649500,1649600,43
65,31565,1649300,1649400,1649300,1649300,31,1649600,1649600,1649500,1649500,31
66,31566,1649300,1649300,1649300,1649300,37,1649500,1649500,1649400,1649400,37
67,31567,1649300,1649300,1649300,1649300,36,1649400,1649500,1649400,1649400,36
68,31568,1649300,1649300,1649300,1649300,14,1649400,1649400,1649400,1649400,14
69,31569,1649300,1649300,1649200,1649200,43,1649400,1649400,1649300,1649300,43
70,31570,1649200,1649200,1649200,1649200,18,1649300,1649300,1649300,1649300,18
71,31571,1649200,1649200,1649100,1649100,50,1649300,1649300,1649200,1649300,50
72,31572,1649100,1649200,1649100,1649100,37,1649300,1649300,1649300,1649300,37
73,31573,1649100,1649100,1649100,1649100,25,1649300,1649300,1649200,1649200,25
74,31574,1649100,1649200,1649100,1649200,16,1649200,1649300,1649200,1649300,16
75,31575,1649200,1649200,1649100,1649100,42,1649300,1649300,1649200,1649200,42
76,31576,1649100,1649200,1649100,1649200,61,1649200,1649400,1649200,1649300,61
77,31577,1649200,1649200,1649000,1649100,40,1649300,1649300,1649300,1649300,40
78,31578,1649100,1649100,1649000,1649000,59,1649300,1649300,1649100,1649100,59
79,31579,1649000,1649000,1648900,1648900,29,1649100,1649100,1649000,1649000,29
80,31580,1648900,1648800,1648800,1648800,70,1649000,1649000,1648900,1648900,70
81,31581,1648800,1648800,1648600,1648600,97,1648900,1648900,1648700,1648800,97
82,31582,1648600,1648700,1648500,1648600,85,1648800,1648800,1648700,1648800,85
83,31583,1648600,1648600,1648600,1648600,23,1648800,1648800,1648800,1648800,23
84,31584,1648600,1648600,1648600,1648600,26,1648800,1648700,1648700,1648700,26
85,31585,1648600,1648700,1648500,1648500,89,1648700,1648800,1648700,1648700,89
86,31586,1648500,1648600,1648500,1648600,26,1648700,1648700,1648700,1648700,26
87,31587,1648600,1648600,1648600,1648600,46,1648700,1648800,1648700,1648800,46
88,31588,1648600,1648600,1648600,1648600,40,1648800,1648800,1648700,1648700,40
89,31589,1648600,1648600,1648400,1648500,94,1648700,1648700,1648600,1648700,94
90,31590,1648500,1648700,1648400,1648400,108,1648700,1648800,1648500,1648600,108
91,31591,1648400,1648600,1648400,1648400,75,1648600,1648800,1648600,1648600,75
92,31592,1648400,1648600,1648400,1648600,36,1648600,1648800,1648600,1648800,36
93,31593,1648600,1648700,1648500,1648600,72,1648800,1648800,1648700,1648800,72
94,31594,1648600,1648600,1648400,1648500,100,1648800,1648800,1648500,1648600,100
95,31595,1648500,1648600,1648500,1648500,67,1648700,1648700,1648600,1648600,67
96,31596,1648500,1648500,1648400,1648500,49,1648600,1648600,1648600,1648600,49
97,31597,1648500,1648400,1648200,1648200,72,1648500,1648700,1648400,1648400,72
98,31598,1648200,1648200,1648100,1648200,92,1648400,1648400,1648300,1648400,92
99,31599,1648200,1648200,1648200,1648200,30,1648400,1648400,1648300,1648300,30
100,31600,1648200,1648200,1648200,1648200,65,1648300,1648400,1648300,1648400,65
101,31601,1648200,1648300,1648200,1648300,56,1648400,1648400,1648400,1648400,56
102,31602,1648200,1648300,1648100,1648200,82,1648400,1648500,1648300,1648400,82
103,31603,1648200,1648200,1648200,1648200,27,1648400,1648400,1648300,1648300,27
104,31604,1648100,1648200,1648000,1648100,76,1648300,1648400,1648200,1648300,76
105,31605,1648100,1648200,1648100,1648100,67,1648300,1648400,1648300,1648300,67
106,31606,1648100,1648400,1648100,1648400,44,1648300,1648500,1648300,1648500,44
107,31607,1648400,1648500,1648300,1648300,66,1648500,1648600,1648500,1648500,66
108,31608,1648300,1648300,1648300,1648300,45,1648500,1648500,1648400,1648500,45
109,31609,1648300,1648300,1648300,1648300,8,1648500,1648500,1648500,1648500,8
110,31610,1648300,1648500,1648300,1648400,50,1648500,1648600,1648500,1648600,50
111,31611,1648400,1648400,1648400,1648400,26,1648600,1648500,1648500,1648500,26
112,31612,1648400,1648500,1648400,1648400,91,1648600,1648600,1648500,1648500,91
113,31613,1648400,1648500,1648300,1648400,72,1648500,1648700,1648500,1648500,72
114,31614,1648400,1648500,1648400,1648500,44,1648500,1648600,1648600,1648600,44
115,31615,1648500,1648500,1648400,1648400,35,1648600,1648600,1648500,1648500,35
116,31616,1648400,1648400,1648400,1648400,29,1648500,1648500,1648500,1648500,29
117,31617,1648400,1648400,1648400,1648400,18,1648500,1648500,1648500,1648500,18
118,31618,1648400,1648400,1648400,1648400,23,1648500,1648500,1648500,1648500,23
119,31619,1648400,1648400,1648300,1648300,39,1648500,1648600,1648400,1648400,39
120,31620,1648300,1648300,1648200,1648200,32,1648400,1648500,1648300,1648300,32
121,31621,1648200,1648200,1648200,1648200,24,1648300,1648300,1648300,1648300,24
122,31622,1648200,1648200,1648200,1648200,12,1648300,1648300,1648300,1648300,12
123,31623,1648200,1648200,1648200,1648200,39,1648300,1648500,1648300,1648400,39
124,31624,1648200,1648200,1648200,1648200,31,1648400,1648400,1648300,1648300,31
125,31625,1648200,1648200,1648200,1648200,2,1648300,1648300,1648300,1648300,2
126,31626,1648200,1648200,1648200,1648200,4,1648300,1648300,1648300,1648300,4
127,31627,1648200,1648300,1648200,1648300,49,1648300,1648500,1648300,1648400,49
128,31628,1648300,1648300,1648300,1648300,21,1648400,1648600,1648400,1648600,21
129,31629,1648300,1648300,1648100,1648100,46,1648600,1648600,1648300,1648300,46
130,31630,1648100,1648200,1648100,1648100,50,1648300,1648300,1648200,1648200,50
131,31631,1648100,1648100,1648100,1648100,12,1648200,1648200,1648200,1648200,12
132,31632,1648100,1648200,1648100,1648200,36,1648200,1648400,1648200,1648400,36
133,31633,1648100,1648200,1648100,1648100,40,1648400,1648400,1648300,1648300,40
134,31634,1648100,1648200,1648100,1648200,27,1648300,1648400,1648300,1648300,27
135,31635,1648200,1648200,1648100,1648100,34,1648400,1648400,1648300,1648300,34
136,31636,1648100,1648100,1648000,1648100,16,1648200,1648300,1648200,1648300,16
137,31637,1648100,1648300,1648200,1648300,48,1648300,1648400,1648300,1648400,48
138,31638,1648200,1648300,1648200,1648200,42,1648400,1648400,1648400,1648400,42
139,31639,1648200,1648300,1648200,1648300,25,1648400,1648500,1648300,1648400,25
140,31640,1648300,1648300,1648200,1648200,34,1648400,1648400,1648300,1648300,34
141,31641,1648200,1648200,1648100,1648100,63,1648300,1648300,1648200,1648300,63
142,31642,1648200,1648300,1648200,1648200,44,1648300,1648300,1648300,1648300,44
143,31643,1648300,1648400,1648100,1648200,115,1648300,1648500,1648300,1648400,115
144,31644,1648200,1648400,1648200,1648400,57,1648400,1648500,1648400,1648500,57
145,31645,1648400,1648400,1648200,1648200,45,1648500,1648500,1648400,1648400,45
146,31646,1648200,1648200,1648100,1648100,61,1648400,1648500,1648200,1648200,61
147,31647,1648100,1648200,1648100,1648200,37,1648300,1648400,1648300,1648400,37
148,31648,1648200,1648300,1648100,1648300,51,1648400,1648400,1648400,1648400,51
149,31649,1648200,1648300,1648200,1648300,58,1648400,1648400,1648400,1648400,58
150,31650,1648300,1648300,1648300,1648300,16,1648400,1648400,1648400,1648400,16
151,31651,1648300,1648300,1648300,1648300,18,1648400,1648500,1648400,1648500,18
152,31652,1648300,1648500,1648300,1648500,42,1648500,1648600,1648500,1648600,42
153,31653,1648500,1648500,1648500,1648500,24,1648600,1648700,1648600,1648700,24
154,31654,1648500,1648700,1648500,1648700,41,1648700,1648800,1648700,1648800,41
155,31655,1648700,1648700,1648400,1648400,55,1648800,1648800,1648500,1648600,55
156,31656,1648400,1648500,1648400,1648500,67,1648600,1648700,1648600,1648700,67
157,31657,1648500,1648500,1648400,1648400,33,1648700,1648700,1648600,1648600,33
158,31658,1648400,1648500,1648400,1648500,60,1648600,1648700,1648600,1648700,60
159,31659,1648500,1648500,1648400,1648500,61,1648700,1648700,1648600,1648600,61
160,31660,1648500,1648500,1648500,1648500,53,1648600,1648700,1648600,1648700,53
161,31661,1648500,1648500,1648500,1648500,14,1648700,1648700,1648600,1648600,14
162,31662,1648500,1648500,1648500,1648500,8,1648600,1648600,1648600,1648600,8
163,31663,1648500,1648500,1648500,1648500,9,1648600,1648600,1648600,1648600,9
164,31664,1648500,1648500,1648500,1648500,31,1648600,1648700,1648600,1648700,31
165,31665,1648500,1648500,1648500,1648500,23,1648700,1648700,1648600,1648600,23
166,31666,1648500,1648500,1648500,1648500,3,1648600,1648600,1648600,1648600,3
167,31667,1648500,1648500,1648500,1648500,4,1648600,1648600,1648600,1648600,4
168,31668,1648500,1648500,1648500,1648500,5,1648600,1648600,1648600,1648600,5
169,31669,1648500,1648500,1648400,1648400,7,1648600,1648600,1648600,1648600,7
170,31670,1648400,1648400,1648400,1648400,11,1648600,1648600,1648600,1648600,11
171,31671,1648400,1648400,1648400,1648400,6,1648500,1648500,1648500,1648500,6
172,31672,1648400,1648500,1648400,1648400,42,1648500,1648600,1648500,1648500,42
173,31673,1648400,1648400,1648400,1648400,4,1648600,1648600,1648600,1648600,4
174,31674,1648400,1648400,1648400,1648400,14,1648500,1648600,1648500,1648600,14
175,31675,1648400,1648600,1648500,1648500,14,1648600,1648700,1648600,1648700,14
176,31676,1648500,1648500,1648500,1648500,12,1648700,1648700,1648700,1648700,12
177,31683,1648500,1648500,1648500,1648500,7,1648700,1648700,1648700,1648700,7
178,31701,1648500,1648500,1648500,1648500,11,1648800,1648700,1648700,1648700,11
179,31702,1648500,1648500,1648500,1648500,12,1648700,1648700,1648700,1648700,12
180,31775,1649100,1649100,1649100,1649100,2,1649300,1649300,1649300,1649300,2
181,31776,1649100,1649100,1649100,1649100,12,1649300,1649300,1649200,1649200,12
182,31777,1649100,1649100,1649100,1649100,9,1649200,1649200,1649200,1649200,9
183,31778,1649100,1649100,1649100,1649100,10,1649200,1649200,1649200,1649200,10
184,31779,1649100,1649100,1649100,1649100,2,1649200,1649200,1649200,1649200,2
185,31780,1649100,1649100,1649100,1649100,3,1649200,1649200,1649200,1649200,3
186,31781,1649100,1649100,1649100,1649100,3,1649200,1649200,1649200,1649200,3
187,31782,1649100,1649100,1649100,1649100,20,1649300,1649300,1649300,1649300,20
188,31783,1649100,1649100,1649000,1649000,36,1649200,1649200,1649200,1649200,36
189,31784,1649000,1649000,1649000,1649000,10,1649200,1649200,1649200,1649200,10
190,31785,1649000,1649000,1649000,1649000,8,1649200,1649200,1649200,1649200,8
191,31786,1649000,1649000,1649000,1649000,4,1649200,1649200,1649200,1649200,4
192,31787,1649000,1649000,1649000,1649000,3,1649200,1649200,1649200,1649200,3
193,31788,1649000,1649000,1648800,1648800,46,1649200,1649200,1649000,1649000,46
194,31789,1648800,1648800,1648800,1648800,24,1649000,1649100,1648900,1649000,24
195,31790,1648800,1648800,1648700,1648700,53,1649000,1649000,1648800,1648900,53
196,31791,1648700,1648700,1648700,1648700,12,1648900,1648900,1648800,1648800,12
197,31792,1648700,1648700,1648600,1648700,28,1648800,1648800,1648800,1648800,28
198,31793,1648700,1648700,1648600,1648600,28,1648800,1648800,1648700,1648700,28
199,31794,1648600,1648600,1648600,1648600,4,1648700,1648700,1648700,1648700,4
200,31795,1648600,1648600,1648600,1648600,9,1648700,1648700,1648700,1648700,9
201,31796,1648600,1648600,1648600,1648600,3,1648700,1648700,1648700,1648700,3
202,31797,1648600,1648600,1648500,1648500,35,1648700,1648700,1648600,1648700,35
203,31798,1648500,1648500,1648400,1648400,49,1648700,1648700,1648500,1648500,49
204,31799,1648300,1648300,1648200,1648200,55,1648500,1648500,1648300,1648300,55
205,31800,1648200,1648200,1648100,1648100,51,1648300,1648300,1648300,1648300,51
206,31801,1648100,1648100,1647900,1648100,99,1648300,1648300,1648200,1648300,99
207,31802,1648100,1648300,1648100,1648100,50,1648300,1648400,1648300,1648400,50
208,31803,1648100,1648200,1648100,1648100,47,1648400,1648400,1648300,1648300,47
209,31804,1648100,1648100,1648000,1648100,32,1648300,1648300,1648200,1648200,32
210,31805,1648100,1648100,1647900,1648000,124,1648200,1648200,1648100,1648200,124
211,31806,1648000,1648000,1647900,1647900,58,1648200,1648200,1648100,1648100,58
212,31807,1647900,1648000,1647900,1647900,48,1648000,1648100,1648000,1648100,48
213,31808,1647900,1648100,1647900,1648100,44,1648100,1648300,1648100,1648300,44
214,31809,1648100,1648100,1648100,1648100,17,1648300,1648300,1648300,1648300,17
215,31810,1648100,1648100,1648100,1648100,25,1648300,1648300,1648300,1648300,25
216,31811,1648100,1648100,1648100,1648100,10,1648300,1648300,1648300,1648300,10
217,31812,1648200,1648200,1648200,1648200,20,1648300,1648300,1648300,1648300,20
218,31813,1648100,1648100,1648000,1648100,48,1648300,1648300,1648200,1648200,48
219,31814,1648100,1648100,1648000,1648100,28,1648200,1648200,1648200,1648200,28
220,31815,1648100,1648100,1648100,1648100,6,1648200,1648200,1648200,1648200,6
221,31816,1648100,1648100,1648100,1648100,3,1648200,1648200,1648200,1648200,3
222,31817,1648100,1648100,1648000,1648100,19,1648200,1648200,1648200,1648200,19
223,31818,1648100,1648100,1648000,1648000,17,1648200,1648200,1648200,1648200,17
224,31819,1648100,1648100,1648000,1648000,40,1648200,1648200,1648100,1648100,40
225,31820,1648000,1648000,1647900,1647900,33,1648100,1648100,1648000,1648000,33
226,31821,1647900,1648000,1647900,1647900,46,1648100,1648200,1648100,1648200,46
227,31822,1648000,1648100,1647900,1647900,67,1648200,1648200,1648000,1648100,67
228,31823,1647900,1647900,1647900,1647900,37,1648100,1648200,1648000,1648200,37
229,31824,1647900,1647900,1647700,1647800,101,1648000,1648000,1647900,1647900,101
230,31825,1647800,1648000,1647800,1647900,90,1647900,1648100,1647900,1648100,90
231,31826,1647900,1647900,1647800,1647900,50,1648100,1648100,1648000,1648000,50
232,31827,1647900,1647900,1647700,1647700,55,1648000,1648000,1647900,1647900,55
233,31828,1647700,1647800,1647700,1647800,17,1647900,1647900,1647900,1647900,17
234,31829,1647800,1647800,1647700,1647700,36,1647900,1647900,1647800,1647900,36
235,31830,1647700,1647700,1647700,1647700,19,1647900,1647900,1647800,1647800,19
236,31831,1647700,1647700,1647500,1647500,64,1647800,1647800,1647700,1647800,64
237,31832,1647500,1647600,1647500,1647600,23,1647800,1647700,1647700,1647700,23
238,31833,1647600,1647600,1647400,1647600,22,1647700,1647700,1647700,1647700,22
239,31834,1647600,1647700,1647400,1647600,71,1647700,1647800,1647700,1647800,71
240,31835,1647600,1647600,1647600,1647600,33,1647800,1647800,1647700,1647700,33
241,31836,1647600,1647600,1647600,1647600,14,1647700,1647700,1647700,1647700,14
242,31837,1647600,1647700,1647500,1647700,27,1647700,1647800,1647700,1647800,27
243,31838,1647700,1647700,1647600,1647600,13,1647800,1647800,1647800,1647800,13
244,31839,1647600,1647700,1647500,1647600,53,1647800,1647900,1647800,1647800,53
245,31840,1647600,1647700,1647600,1647600,60,1647800,1647900,1647700,1647700,60
246,31841,1647600,1647600,1647600,1647600,21,1647700,1647700,1647700,1647700,21
247,31842,1647600,1647600,1647600,1647600,42,1647700,1647800,1647600,1647700,42
248,31843,1647600,1647600,1647600,1647600,18,1647700,1647800,1647700,1647800,18
249,31844,1647600,1647600,1647600,1647600,18,1647800,1647800,1647700,1647800,18
250,31845,1647600,1647600,1647500,1647500,23,1647800,1647700,1647700,1647700,23
251,31846,1647500,1647500,1647500,1647500,8,1647700,1647700,1647600,1647600,8
252,31847,1647500,1647500,1647500,1647500,8,1647600,1647600,1647600,1647600,8
253,31848,1647500,1647500,1647500,1647500,12,1647600,1647600,1647600,1647600,12
254,31849,1647500,1647500,1647400,1647400,43,1647500,1647700,1647500,1647500,43
255,31850,1647400,1647400,1647300,1647300,35,1647500,1647500,1647500,1647500,35
256,31851,1647300,1647600,1647300,1647600,61,1647500,1647700,1647500,1647700,61
257,31852,1647600,1647600,1647500,1647600,43,1647700,1647700,1647700,1647700,43
258,31853,1647500,1647500,1647500,1647500,19,1647700,1647700,1647600,1647600,19
259,31854,1647500,1647500,1647500,1647500,11,1647600,1647600,1647600,1647600,11
260,31855,1647500,1647500,1647400,1647400,47,1647600,1647700,1647500,1647500,47
261,31856,1647400,1647500,1647200,1647200,50,1647500,1647600,1647400,1647400,50
262,31857,1647200,1647400,1647200,1647400,62,1647400,1647500,1647400,1647500,62
263,31858,1647400,1647400,1647400,1647400,4,1647600,1647600,1647600,1647600,4
264,31859,1647500,1647500,1647500,1647500,10,1647700,1647700,1647700,1647700,10
265,31860,1647500,1647500,1647500,1647500,40,1647700,1647700,1647600,1647600,40
266,31861,1647500,1647700,1647500,1647700,71,1647600,1647900,1647600,1647900,71
267,31862,1647700,1647700,1647500,1647500,37,1647900,1647900,1647800,1647800,37
268,31863,1647500,1647600,1647500,1647500,57,1647800,1647900,1647700,1647900,57
269,31864,1647500,1647500,1647500,1647500,13,1647900,1647900,1647900,1647900,13
270,31865,1647800,1647800,1647700,1647700,34,1647900,1648000,1647900,1647900,34
271,31866,1647700,1647700,1647700,1647700,5,1647900,1647900,1647900,1647900,5
272,31867,1647700,1647700,1647700,1647700,15,1647900,1647900,1647900,1647900,15
273,31868,1647700,1647700,1647400,1647500,63,1647900,1647900,1647600,1647600,63
274,31869,1647500,1647600,1647500,1647600,23,1647600,1647800,1647700,1647700,23
275,31870,1647600,1647800,1647600,1647800,43,1647700,1647900,1647700,1647900,43
276,31871,1647800,1647800,1647800,1647800,8,1647900,1647900,1647900,1647900,8
277,31872,1647900,1647900,1647800,1647800,52,1648000,1648000,1647900,1647900,52
278,31873,1647800,1647800,1647800,1647800,8,1647900,1647900,1647900,1647900,8
279,31874,1647800,1647800,1647800,1647800,27,1647900,1648000,1647900,1647900,27
280,31875,1647800,1647800,1647700,1647700,33,1648000,1648000,1647800,1647800,33
281,31876,1647700,1647700,1647700,1647700,52,1647800,1647900,1647800,1647900,52
282,31877,1647700,1647700,1647700,1647700,26,1647900,1647900,1647800,1647800,26
283,31878,1647700,1647700,1647700,1647700,8,1647800,1647800,1647800,1647800,8
284,31879,1647700,1647700,1647700,1647700,4,1647800,1647800,1647800,1647800,4
285,31881,1647600,1647600,1647600,1647600,12,1647800,1647800,1647800,1647800,12
286,31882,1647600,1647700,1647600,1647700,33,1647800,1647900,1647800,1647900,33
287,31884,1647700,1647700,1647700,1647700,44,1647900,1647900,1647800,1647900,44
288,31885,1647700,1647700,1647700,1647700,8,1647900,1647900,1647900,1647900,8
289,31886,1647700,1647700,1647700,1647700,15,1647900,1647900,1647800,1647800,15
290,31887,1647700,1647700,1647700,1647700,6,1647800,1647800,1647800,1647800,6
291,31888,1647700,1647700,1647700,1647700,2,1647800,1647800,1647800,1647800,2
292,31889,1647700,1647700,1647600,1647600,13,1647800,1647800,1647700,1647800,13
293,31890,1647600,1647700,1647600,1647700,33,1647800,1647900,1647800,1647900,33
294,31891,1647700,1647700,1647600,1647700,45,1647900,1647900,1647800,1647900,45
295,31892,1647700,1647700,1647700,1647700,9,1647900,1647900,1647900,1647900,9
296,31893,1647700,1647700,1647700,1647700,3,1647900,1647900,1647900,1647900,3
297,31894,1647600,1647600,1647600,1647600,40,1647800,1647800,1647700,1647700,40
298,31895,1647600,1647600,1647600,1647600,4,1647700,1647700,1647700,1647700,4
299,31896,1647600,1647700,1647600,1647700,42,1647700,1647900,1647700,1647900,42
300,31897,1647700,1647700,1647600,1647700,25,1647900,1647900,1647800,1647900,25
301,31898,1647700,1647700,1647700,1647700,26,1647900,1647900,1647800,1647800,26
302,31899,1647700,1647700,1647700,1647700,27,1647800,1647900,1647800,1647900,27
303,31900,1647700,1647700,1647600,1647600,32,1647900,1647900,1647800,1647900,32
304,31901,1647600,1647700,1647600,1647700,32,1647900,1647900,1647800,1647900,32
305,31902,1647700,1647700,1647600,1647600,36,1647900,1647900,1647800,1647800,36
306,31903,1647600,1647800,1647600,1647700,37,1647800,1647900,1647800,1647800,37
307,31904,1647700,1647700,1647700,1647700,5,1647800,1647800,1647800,1647800,5
308,31905,1647700,1647700,1647700,1647700,11,1647800,1647800,1647800,1647800,11
309,31906,1647700,1647700,1647700,1647700,9,1647800,1647900,1647800,1647900,9
310,31907,1647700,1647700,1647700,1647700,8,1647900,1647900,1647800,1647800,8
311,31908,1647700,1647700,1647700,1647700,38,1647900,1647900,1647800,1647900,38
312,31909,1647700,1647700,1647700,1647700,3,1647900,1647900,1647900,1647900,3
313,31910,1647700,1647700,1647600,1647600,13,1647800,1647800,1647800,1647800,13
314,31911,1647600,1647600,1647600,1647600,14,1647800,1647800,1647700,1647700,14
315,31912,1647600,1647600,1647600,1647600,9,1647700,1647700,1647700,1647700,9
316,31913,1647600,1647600,1647600,1647600,6,1647700,1647700,1647700,1647700,6
317,31914,1647600,1647600,1647600,1647600,5,1647700,1647700,1647700,1647700,5
318,31915,1647600,1647600,1647600,1647600,8,1647700,1647700,1647700,1647700,8
319,31916,1647600,1647600,1647600,1647600,16,1647700,1647700,1647700,1647700,16
320,31917,1647600,1647600,1647600,1647600,7,1647700,1647700,1647700,1647700,7
321,31918,1647600,1647700,1647600,1647700,29,1647700,1647800,1647700,1647800,29
322,31919,1647700,1647700,1647600,1647600,9,1647800,1647800,1647800,1647800,9
323,31920,1647600,1647600,1647600,1647600,21,1647800,1647800,1647700,1647700,21
324,31921,1647600,1647600,1647600,1647600,7,1647700,1647700,1647700,1647700,7
325,31922,1647600,1647600,1647600,1647600,42,1647800,1647800,1647700,1647800,42
326,31923,1647600,1647600,1647600,1647600,12,1647800,1647800,1647700,1647700,12
327,31924,1647600,1647600,1647600,1647600,21,1647700,1647800,1647700,1647700,21
328,31925,1647600,1647600,1647600,1647600,25,1647700,1647800,1647700,1647800,25
329,31926,1647600,1647700,1647600,1647700,15,1647800,1647800,1647800,1647800,15
330,31927,1647700,1647700,1647700,1647700,36,1647800,1647800,1647700,1647800,36
331,31928,1647700,1647700,1647700,1647700,12,1647800,1647800,1647800,1647800,12
332,31929,1647700,1647800,1647800,1647800,23,1647900,1647900,1647900,1647900,23
333,31930,1647800,1647700,1647700,1647700,9,1647900,1647900,1647900,1647900,9
334,31931,1647700,1647700,1647700,1647700,2,1647900,1647900,1647900,1647900,2
335,31932,1647700,1647700,1647700,1647700,1,1647900,1647900,1647900,1647900,1
336,31933,1647700,1647700,1647700,1647700,5,1647900,1647900,1647900,1647900,5
337,31934,1647700,1647800,1647800,1647800,16,1647900,1648000,1647900,1648000,16
